152.343747	0.045
152.832027	0.054
153.320317	0.043
153.808597	0.066
154.296877	0.056
154.785187	0.054
155.273437	0.047
155.761717	0.054
156.249997	0.051
156.738277	0.046
157.226567	0.051
157.714847	0.046
158.203127	0.055
158.691407	0.053
159.179687	0.036
159.667967	0.042
160.156247	0.048
160.644527	0.042
161.132817	0.049
161.621097	0.042
162.109377	0.055
162.597657	0.039
163.085937	0.044
163.574187	0.039
164.062497	0.05
164.550777	0.049
165.039067	0.054
165.527347	0.032
166.015627	0.04
166.503907	0.053
166.992187	0.038
167.480467	0.055
167.968747	0.046
168.457027	0.038
168.945317	0.041
169.433597	0.038
169.921877	0.043
170.410187	0.044
170.898437	0.03
171.386717	0.053
171.874997	0.042
172.363277	0.05
172.851567	0.034
173.339847	0.047
173.828127	0.046
174.316407	0.047
174.804687	0.028
175.292967	0.053
175.781247	0.038
176.269527	0.041
176.757817	0.038
177.246097	0.042
177.734377	0.04
178.222657	0.043
178.710937	0.04
179.199187	0.033
179.687497	0.044
180.175777	0.031
180.664067	0.036
181.152347	0.038
181.640627	0.04
182.128907	0.035
182.617187	0.04
183.105467	0.055
183.593747	0.039
184.082027	0.036
184.570317	0.026
185.058597	0.039
185.546877	0.046
186.035187	0.026
186.523437	0.033
187.011717	0.037
187.499997	0.036
187.988277	0.04
188.476567	0.026
188.964847	0.035
189.453127	0.037
189.941407	0.029
190.429687	0.029
190.917967	0.031
191.406247	0.032
191.894527	0.031
192.382817	0.033
192.871097	0.045
193.359377	0.031
193.847657	0.032
194.335937	0.032
194.824187	0.039
195.312497	0.033
195.800777	0.03
196.289067	0.038
196.777347	0.027
197.265627	0.039
197.753907	0.03
198.242187	0.035
198.730467	0.036
199.218747	0.034
199.707027	0.02
200.195317	0.04
200.683597	0.024
201.171877	0.027
201.660187	0.025
202.148437	0.024
202.636717	0.021
203.124997	0.025
203.613277	0.029
204.101567	0.023
204.589847	0.029
205.078127	0.028
205.566407	0.018
206.054687	0.021
206.542967	0.036
207.031247	0.028
207.519527	0.031
208.007817	0.026
208.496097	0.029
208.984377	0.021
209.472657	0.024
209.960937	0.027
210.449187	0.03
210.937497	0.021
211.425777	0.029
211.914067	0.024
212.402347	0.02
212.890627	0.032
213.378907	0.025
213.867187	0.019
214.355467	0.026
214.843747	0.029
215.332027	0.026
215.820317	0.029
216.308597	0.025
216.796877	0.023
217.285187	0.027
217.773437	0.027
218.261717	0.018
218.749997	0.023
219.238277	0.019
219.726567	0.019
220.214847	0.024
220.703127	0.035
221.191407	0.025
221.679687	0.028
222.167967	0.019
222.656247	0.015
223.144527	0.029
223.632817	0.03
224.121097	0.022
224.609377	0.027
225.097657	0.021
225.585937	0.021
226.074187	0.029
226.562497	0.031
227.050777	0.033
227.539067	0.02
228.027347	0.033
228.515627	0.023
229.003907	0.022
229.492187	0.027
229.980467	0.02
230.468747	0.021
230.957027	0.026
231.445317	0.016
231.933597	0.024
232.421877	0.017
232.910187	0.017
233.398437	0.017
233.886717	0.025
234.374997	0.02
234.863277	0.019
235.351567	0.024
235.839847	0.026
236.328127	0.012
236.816407	0.021
237.304687	0.013
237.792967	0.024
238.281247	0.025
238.769527	0.013
239.257817	0.026
239.746097	0.015
240.234377	0.019
240.722657	0.02
241.210937	0.027
241.699187	0.011
242.187497	0.02
242.675777	0.02
243.164067	0.012
243.652347	0.021
244.140627	0.014
244.628907	0.023
245.117187	0.018
245.605467	0.017
246.093747	0.015
246.582027	0.015
247.070317	0.024
247.558597	0.011
248.046877	0.015
248.535187	0.023
249.023437	0.026
249.511717	0.018
249.999997	0.01
250.488277	0.021
